on_time,buy_times,days,%_on_time,group_days
33.33333333333333,3,3.0,25 - 50 %,0 - 10 days
20.0,10,3.1,0 - 25 %,0 - 10 days
20.0,5,98.2,0 - 25 %,90 - 100 days
28.57142857142857,7,160.71428571428572,25 - 50 %, 100 + days
0.0,4,6.0,0 - 25 %,0 - 10 days
40.0,5,18.8,25 - 50 %,10 - 20 days
57.14285714285714,7,4.142857142857143,50 - 75 %,0 - 10 days
0.0,1,89.0,0 - 25 %,80 - 90 days
80.0,5,7.8,75 - 100 %,0 - 10 days
80.0,5,8.0,75 - 100 %,0 - 10 days
0.0,7,9.857142857142858,0 - 25 %,0 - 10 days
0.0,1,157.0,0 - 25 %, 100 + days
0.0,2,2.0,0 - 25 %,0 - 10 days
0.0,1,109.0,0 - 25 %, 100 + days
28.57142857142857,7,38.42857142857143,25 - 50 %,30 - 40 days
33.33333333333333,3,28.0,25 - 50 %,20 - 30 days
0.0,1,2.0,0 - 25 %,0 - 10 days
75.0,4,100.25,50 - 75 %, 100 + days
0.0,4,56.75,0 - 25 %,50 - 60 days
0.0,7,10.857142857142858,0 - 25 %,10 - 20 days
60.0,5,4.6,50 - 75 %,0 - 10 days
16.666666666666664,6,26.5,0 - 25 %,20 - 30 days
75.0,4,3.75,50 - 75 %,0 - 10 days
16.666666666666664,6,104.0,0 - 25 %, 100 + days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,4,5.0,0 - 25 %,0 - 10 days
50.0,8,25.25,25 - 50 %,20 - 30 days
0.0,7,157.14285714285714,0 - 25 %, 100 + days
0.0,5,45.2,0 - 25 %,40 - 50 days
50.0,6,23.333333333333332,25 - 50 %,20 - 30 days
0.0,7,32.714285714285715,0 - 25 %,30 - 40 days
0.0,2,2.0,0 - 25 %,0 - 10 days
33.33333333333333,3,4.0,25 - 50 %,0 - 10 days
33.33333333333333,3,5.333333333333333,25 - 50 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
25.0,4,34.75,0 - 25 %,30 - 40 days
80.0,5,2.6,75 - 100 %,0 - 10 days
0.0,2,19.5,0 - 25 %,10 - 20 days
80.0,5,3.8,75 - 100 %,0 - 10 days
75.0,4,2.75,50 - 75 %,0 - 10 days
42.857142857142854,7,4.857142857142857,25 - 50 %,0 - 10 days
80.0,5,2.4,75 - 100 %,0 - 10 days
0.0,1,667.0,0 - 25 %, 100 + days
0.0,4,2.75,0 - 25 %,0 - 10 days
0.0,1,514.0,0 - 25 %, 100 + days
80.0,5,195.4,75 - 100 %, 100 + days
0.0,3,3.0,0 - 25 %,0 - 10 days
0.0,4,3.0,0 - 25 %,0 - 10 days
77.77777777777779,9,3.6666666666666665,75 - 100 %,0 - 10 days
66.66666666666666,3,5.333333333333333,50 - 75 %,0 - 10 days
50.0,4,39.25,25 - 50 %,30 - 40 days
18.181818181818183,11,25.818181818181817,0 - 25 %,20 - 30 days
80.0,10,5.3,75 - 100 %,0 - 10 days
0.0,4,5.5,0 - 25 %,0 - 10 days
33.33333333333333,3,5.333333333333333,25 - 50 %,0 - 10 days
83.33333333333334,6,4.333333333333333,75 - 100 %,0 - 10 days
44.44444444444444,9,2.6666666666666665,25 - 50 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
42.857142857142854,7,125.71428571428571,25 - 50 %, 100 + days
0.0,1,423.0,0 - 25 %, 100 + days
50.0,2,18.0,25 - 50 %,10 - 20 days
66.66666666666666,3,2.3333333333333335,50 - 75 %,0 - 10 days
50.0,4,4.0,25 - 50 %,0 - 10 days
57.14285714285714,7,4.0,50 - 75 %,0 - 10 days
75.0,4,3.0,50 - 75 %,0 - 10 days
50.0,2,5.0,25 - 50 %,0 - 10 days
75.0,4,2.75,50 - 75 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
0.0,4,5.25,0 - 25 %,0 - 10 days
71.42857142857143,7,11.714285714285714,50 - 75 %,10 - 20 days
75.0,4,4.25,50 - 75 %,0 - 10 days
0.0,4,23.5,0 - 25 %,20 - 30 days
0.0,1,6.0,0 - 25 %,0 - 10 days
40.0,5,128.0,25 - 50 %, 100 + days
50.0,2,5.5,25 - 50 %,0 - 10 days
66.66666666666666,3,3.3333333333333335,50 - 75 %,0 - 10 days
0.0,3,6.0,0 - 25 %,0 - 10 days
0.0,1,10.0,0 - 25 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
80.0,5,2.0,75 - 100 %,0 - 10 days
0.0,2,4.0,0 - 25 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
50.0,4,4.25,25 - 50 %,0 - 10 days
33.33333333333333,3,158.33333333333334,25 - 50 %, 100 + days
75.0,4,4.0,50 - 75 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
12.5,8,4.125,0 - 25 %,0 - 10 days
61.53846153846154,13,3.076923076923077,50 - 75 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
0.0,2,5.0,0 - 25 %,0 - 10 days
0.0,1,5.0,0 - 25 %,0 - 10 days
85.71428571428571,7,2.5714285714285716,75 - 100 %,0 - 10 days
50.0,2,4.5,25 - 50 %,0 - 10 days
14.285714285714285,7,52.857142857142854,0 - 25 %,50 - 60 days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,6,3.5,0 - 25 %,0 - 10 days
14.285714285714285,7,115.0,0 - 25 %, 100 + days
40.0,5,281.4,25 - 50 %, 100 + days
25.0,4,1.75,0 - 25 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
80.0,5,3.6,75 - 100 %,0 - 10 days
50.0,2,4.0,25 - 50 %,0 - 10 days
0.0,3,2.6666666666666665,0 - 25 %,0 - 10 days
66.66666666666666,3,4.333333333333333,50 - 75 %,0 - 10 days
50.0,2,3.5,25 - 50 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
0.0,14,30.714285714285715,0 - 25 %,30 - 40 days
22.22222222222222,9,117.11111111111111,0 - 25 %, 100 + days
75.0,4,2.5,50 - 75 %,0 - 10 days
0.0,4,2.0,0 - 25 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,3,39.0,0 - 25 %,30 - 40 days
14.285714285714285,7,5.0,0 - 25 %,0 - 10 days
40.0,5,3.6,25 - 50 %,0 - 10 days
46.15384615384615,13,4.230769230769231,25 - 50 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
50.0,6,186.16666666666666,25 - 50 %, 100 + days
0.0,3,5.666666666666667,0 - 25 %,0 - 10 days
42.857142857142854,7,2.5714285714285716,25 - 50 %,0 - 10 days
0.0,3,21.0,0 - 25 %,20 - 30 days
0.0,1,5.0,0 - 25 %,0 - 10 days
0.0,5,34.4,0 - 25 %,30 - 40 days
50.0,4,10.75,25 - 50 %,10 - 20 days
0.0,3,2.0,0 - 25 %,0 - 10 days
16.666666666666664,6,106.33333333333333,0 - 25 %, 100 + days
37.5,8,3.625,25 - 50 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
0.0,1,41.0,0 - 25 %,40 - 50 days
83.33333333333334,6,6.833333333333333,75 - 100 %,0 - 10 days
0.0,5,4.0,0 - 25 %,0 - 10 days
33.33333333333333,3,5.0,25 - 50 %,0 - 10 days
75.0,8,3.0,50 - 75 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
77.77777777777779,9,2.6666666666666665,75 - 100 %,0 - 10 days
0.0,3,54.666666666666664,0 - 25 %,50 - 60 days
83.33333333333334,6,23.5,75 - 100 %,20 - 30 days
66.66666666666666,3,2.3333333333333335,50 - 75 %,0 - 10 days
55.55555555555556,9,2.2222222222222223,50 - 75 %,0 - 10 days
50.0,2,22.0,25 - 50 %,20 - 30 days
0.0,1,4.0,0 - 25 %,0 - 10 days
25.0,4,2.0,0 - 25 %,0 - 10 days
0.0,4,3.75,0 - 25 %,0 - 10 days
25.0,8,2.625,0 - 25 %,0 - 10 days
88.88888888888889,9,2.111111111111111,75 - 100 %,0 - 10 days
0.0,5,84.4,0 - 25 %,80 - 90 days
80.0,5,58.8,75 - 100 %,50 - 60 days
57.14285714285714,7,1.7142857142857142,50 - 75 %,0 - 10 days
60.0,5,59.2,50 - 75 %,50 - 60 days
50.0,10,36.2,25 - 50 %,30 - 40 days
50.0,2,5.0,25 - 50 %,0 - 10 days
0.0,8,15.375,0 - 25 %,10 - 20 days
25.0,4,3.5,0 - 25 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
50.0,6,15.5,25 - 50 %,10 - 20 days
60.0,5,3.0,50 - 75 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,1,5.0,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
88.88888888888889,9,2.3333333333333335,75 - 100 %,0 - 10 days
0.0,4,86.25,0 - 25 %,80 - 90 days
25.0,8,5.125,0 - 25 %,0 - 10 days
75.0,4,55.5,50 - 75 %,50 - 60 days
54.54545454545454,11,80.81818181818181,50 - 75 %,80 - 90 days
20.0,5,4.4,0 - 25 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
50.0,4,2.25,25 - 50 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
0.0,5,4.2,0 - 25 %,0 - 10 days
0.0,4,4.25,0 - 25 %,0 - 10 days
0.0,2,4.0,0 - 25 %,0 - 10 days
33.33333333333333,3,93.33333333333333,25 - 50 %,90 - 100 days
71.42857142857143,7,26.857142857142858,50 - 75 %,20 - 30 days
54.54545454545454,11,2.909090909090909,50 - 75 %,0 - 10 days
75.0,8,3.125,50 - 75 %,0 - 10 days
80.0,5,4.2,75 - 100 %,0 - 10 days
66.66666666666666,3,22.666666666666668,50 - 75 %,20 - 30 days
80.0,5,18.0,75 - 100 %,10 - 20 days
75.0,4,34.25,50 - 75 %,30 - 40 days
62.5,8,3.375,50 - 75 %,0 - 10 days
85.71428571428571,7,4.857142857142857,75 - 100 %,0 - 10 days
80.0,5,39.6,75 - 100 %,30 - 40 days
25.0,4,5.5,0 - 25 %,0 - 10 days
0.0,4,161.0,0 - 25 %, 100 + days
66.66666666666666,6,3.3333333333333335,50 - 75 %,0 - 10 days
20.0,10,31.0,0 - 25 %,30 - 40 days
90.0,10,2.5,75 - 100 %,0 - 10 days
50.0,2,146.0,25 - 50 %, 100 + days
66.66666666666666,3,3.3333333333333335,50 - 75 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
50.0,4,30.25,25 - 50 %,30 - 40 days
50.0,4,73.75,25 - 50 %,70 - 80 days
0.0,4,23.75,0 - 25 %,20 - 30 days
16.666666666666664,6,3.6666666666666665,0 - 25 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
33.33333333333333,3,314.6666666666667,25 - 50 %, 100 + days
80.0,5,2.8,75 - 100 %,0 - 10 days
0.0,2,3.0,0 - 25 %,0 - 10 days
25.0,4,83.75,0 - 25 %,80 - 90 days
0.0,4,2.25,0 - 25 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
28.57142857142857,7,50.0,25 - 50 %,40 - 50 days
62.5,8,28.375,50 - 75 %,20 - 30 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
50.0,4,4.0,25 - 50 %,0 - 10 days
50.0,4,4.5,25 - 50 %,0 - 10 days
75.0,4,4.0,50 - 75 %,0 - 10 days
0.0,3,6.0,0 - 25 %,0 - 10 days
0.0,5,27.0,0 - 25 %,20 - 30 days
50.0,8,3.75,25 - 50 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
66.66666666666666,3,3.0,50 - 75 %,0 - 10 days
0.0,4,4.5,0 - 25 %,0 - 10 days
28.57142857142857,7,14.428571428571429,25 - 50 %,10 - 20 days
50.0,2,4.0,25 - 50 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
0.0,4,2.0,0 - 25 %,0 - 10 days
60.0,5,3.2,50 - 75 %,0 - 10 days
0.0,4,45.25,0 - 25 %,40 - 50 days
0.0,4,6.0,0 - 25 %,0 - 10 days
16.666666666666664,6,10.333333333333334,0 - 25 %,10 - 20 days
0.0,4,6.0,0 - 25 %,0 - 10 days
80.0,5,3.2,75 - 100 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
50.0,8,4.625,25 - 50 %,0 - 10 days
14.285714285714285,7,3.2857142857142856,0 - 25 %,0 - 10 days
75.0,4,31.0,50 - 75 %,30 - 40 days
28.57142857142857,7,88.57142857142857,25 - 50 %,80 - 90 days
66.66666666666666,3,2.6666666666666665,50 - 75 %,0 - 10 days
0.0,3,4.333333333333333,0 - 25 %,0 - 10 days
66.66666666666666,3,141.66666666666666,50 - 75 %, 100 + days
62.5,8,47.125,50 - 75 %,40 - 50 days
0.0,4,11.25,0 - 25 %,10 - 20 days
0.0,1,292.0,0 - 25 %, 100 + days
62.5,8,3.0,50 - 75 %,0 - 10 days
40.0,5,59.4,25 - 50 %,50 - 60 days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,1,468.0,0 - 25 %, 100 + days
20.0,5,25.2,0 - 25 %,20 - 30 days
75.0,4,4.25,50 - 75 %,0 - 10 days
20.0,5,34.2,0 - 25 %,30 - 40 days
20.0,5,3.8,0 - 25 %,0 - 10 days
0.0,3,6.0,0 - 25 %,0 - 10 days
0.0,3,2.6666666666666665,0 - 25 %,0 - 10 days
0.0,5,47.2,0 - 25 %,40 - 50 days
33.33333333333333,12,9.083333333333334,25 - 50 %,0 - 10 days
50.0,2,141.5,25 - 50 %, 100 + days
0.0,4,3.75,0 - 25 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
0.0,2,3.0,0 - 25 %,0 - 10 days
0.0,2,5.0,0 - 25 %,0 - 10 days
16.666666666666664,6,3.6666666666666665,0 - 25 %,0 - 10 days
0.0,2,297.0,0 - 25 %, 100 + days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,4,24.0,0 - 25 %,20 - 30 days
66.66666666666666,3,203.33333333333334,50 - 75 %, 100 + days
0.0,1,5.0,0 - 25 %,0 - 10 days
60.0,5,73.2,50 - 75 %,70 - 80 days
88.88888888888889,9,2.7777777777777777,75 - 100 %,0 - 10 days
75.0,4,22.75,50 - 75 %,20 - 30 days
66.66666666666666,3,145.66666666666666,50 - 75 %, 100 + days
33.33333333333333,3,4.666666666666667,25 - 50 %,0 - 10 days
75.0,4,4.5,50 - 75 %,0 - 10 days
66.66666666666666,3,2.6666666666666665,50 - 75 %,0 - 10 days
0.0,3,6.0,0 - 25 %,0 - 10 days
50.0,4,4.0,25 - 50 %,0 - 10 days
0.0,2,210.0,0 - 25 %, 100 + days
66.66666666666666,9,4.444444444444445,50 - 75 %,0 - 10 days
75.0,4,178.75,50 - 75 %, 100 + days
0.0,3,2.0,0 - 25 %,0 - 10 days
42.857142857142854,7,3.4285714285714284,25 - 50 %,0 - 10 days
25.0,4,19.25,0 - 25 %,10 - 20 days
0.0,4,2.0,0 - 25 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,4,11.0,0 - 25 %,10 - 20 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
0.0,1,94.0,0 - 25 %,90 - 100 days
0.0,4,5.25,0 - 25 %,0 - 10 days
0.0,4,161.5,0 - 25 %, 100 + days
25.0,4,3.75,0 - 25 %,0 - 10 days
42.857142857142854,7,20.857142857142858,25 - 50 %,20 - 30 days
0.0,5,198.6,0 - 25 %, 100 + days
0.0,2,2.0,0 - 25 %,0 - 10 days
25.0,4,2.0,0 - 25 %,0 - 10 days
33.33333333333333,12,27.0,25 - 50 %,20 - 30 days
0.0,1,4.0,0 - 25 %,0 - 10 days
0.0,4,51.25,0 - 25 %,50 - 60 days
28.57142857142857,7,245.28571428571428,25 - 50 %, 100 + days
66.66666666666666,3,3.0,50 - 75 %,0 - 10 days
75.0,4,204.0,50 - 75 %, 100 + days
66.66666666666666,9,5.888888888888889,50 - 75 %,0 - 10 days
80.0,5,49.0,75 - 100 %,40 - 50 days
80.0,5,3.0,75 - 100 %,0 - 10 days
66.66666666666666,3,52.0,50 - 75 %,50 - 60 days
0.0,5,5.2,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
50.0,2,133.0,25 - 50 %, 100 + days
80.0,5,1.8,75 - 100 %,0 - 10 days
20.0,5,54.0,0 - 25 %,50 - 60 days
0.0,2,6.0,0 - 25 %,0 - 10 days
0.0,3,100.66666666666667,0 - 25 %, 100 + days
0.0,4,2.0,0 - 25 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
80.0,5,63.6,75 - 100 %,60 - 70 days
0.0,5,2.8,0 - 25 %,0 - 10 days
0.0,2,6.0,0 - 25 %,0 - 10 days
0.0,4,6.0,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
50.0,2,2.0,25 - 50 %,0 - 10 days
60.0,5,4.4,50 - 75 %,0 - 10 days
0.0,3,6.0,0 - 25 %,0 - 10 days
33.33333333333333,3,19.0,25 - 50 %,10 - 20 days
50.0,8,2.125,25 - 50 %,0 - 10 days
0.0,3,2.6666666666666665,0 - 25 %,0 - 10 days
0.0,3,2.0,0 - 25 %,0 - 10 days
66.66666666666666,3,4.0,50 - 75 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
25.0,4,5.25,0 - 25 %,0 - 10 days
0.0,2,2.5,0 - 25 %,0 - 10 days
33.33333333333333,3,13.0,25 - 50 %,10 - 20 days
0.0,1,4.0,0 - 25 %,0 - 10 days
77.77777777777779,9,45.111111111111114,75 - 100 %,40 - 50 days
0.0,2,93.5,0 - 25 %,90 - 100 days
0.0,1,21.0,0 - 25 %,20 - 30 days
25.0,4,5.5,0 - 25 %,0 - 10 days
20.0,5,4.6,0 - 25 %,0 - 10 days
60.0,5,4.0,50 - 75 %,0 - 10 days
66.66666666666666,3,1.6666666666666667,50 - 75 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
0.0,5,159.0,0 - 25 %, 100 + days
66.66666666666666,6,14.5,50 - 75 %,10 - 20 days
0.0,9,84.77777777777777,0 - 25 %,80 - 90 days
41.66666666666667,12,3.4166666666666665,25 - 50 %,0 - 10 days
42.857142857142854,7,14.428571428571429,25 - 50 %,10 - 20 days
33.33333333333333,6,4.833333333333333,25 - 50 %,0 - 10 days
33.33333333333333,3,5.0,25 - 50 %,0 - 10 days
75.0,4,2.75,50 - 75 %,0 - 10 days
25.0,4,5.5,0 - 25 %,0 - 10 days
87.5,8,10.5,75 - 100 %,10 - 20 days
75.0,4,2.25,50 - 75 %,0 - 10 days
66.66666666666666,6,3.8333333333333335,50 - 75 %,0 - 10 days
75.0,4,2.75,50 - 75 %,0 - 10 days
0.0,5,183.6,0 - 25 %, 100 + days
50.0,6,11.833333333333334,25 - 50 %,10 - 20 days
60.0,5,3.6,50 - 75 %,0 - 10 days
71.42857142857143,14,2.642857142857143,50 - 75 %,0 - 10 days
25.0,4,4.75,0 - 25 %,0 - 10 days
40.0,5,4.0,25 - 50 %,0 - 10 days
0.0,4,6.0,0 - 25 %,0 - 10 days
50.0,4,4.75,25 - 50 %,0 - 10 days
40.0,5,4.4,25 - 50 %,0 - 10 days
42.857142857142854,7,6.571428571428571,25 - 50 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
16.666666666666664,6,187.5,0 - 25 %, 100 + days
50.0,2,40.0,25 - 50 %,30 - 40 days
0.0,2,5.5,0 - 25 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
80.0,5,4.4,75 - 100 %,0 - 10 days
0.0,2,5.5,0 - 25 %,0 - 10 days
0.0,4,2.0,0 - 25 %,0 - 10 days
75.0,4,4.5,50 - 75 %,0 - 10 days
25.0,4,390.5,0 - 25 %, 100 + days
0.0,3,195.0,0 - 25 %, 100 + days
50.0,4,2.0,25 - 50 %,0 - 10 days
50.0,4,100.0,25 - 50 %,90 - 100 days
33.33333333333333,6,170.83333333333334,25 - 50 %, 100 + days
0.0,4,6.0,0 - 25 %,0 - 10 days
80.0,5,142.0,75 - 100 %, 100 + days
33.33333333333333,3,63.333333333333336,25 - 50 %,60 - 70 days
50.0,8,3.0,25 - 50 %,0 - 10 days
16.666666666666664,6,145.33333333333334,0 - 25 %, 100 + days
0.0,7,21.285714285714285,0 - 25 %,20 - 30 days
80.0,5,119.2,75 - 100 %, 100 + days
50.0,2,2.5,25 - 50 %,0 - 10 days
75.0,4,64.5,50 - 75 %,60 - 70 days
22.22222222222222,9,27.444444444444443,0 - 25 %,20 - 30 days
33.33333333333333,12,48.083333333333336,25 - 50 %,40 - 50 days
40.0,5,210.4,25 - 50 %, 100 + days
72.72727272727273,11,8.090909090909092,50 - 75 %,0 - 10 days
25.0,8,2.5,0 - 25 %,0 - 10 days
66.66666666666666,3,4.0,50 - 75 %,0 - 10 days
0.0,3,4.0,0 - 25 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
66.66666666666666,3,191.33333333333334,50 - 75 %, 100 + days
50.0,2,4.0,25 - 50 %,0 - 10 days
85.71428571428571,7,4.0,75 - 100 %,0 - 10 days
16.666666666666664,6,5.666666666666667,0 - 25 %,0 - 10 days
75.0,4,42.5,50 - 75 %,40 - 50 days
28.57142857142857,7,26.285714285714285,25 - 50 %,20 - 30 days
60.0,5,25.8,50 - 75 %,20 - 30 days
75.0,4,4.25,50 - 75 %,0 - 10 days
33.33333333333333,3,65.66666666666667,25 - 50 %,60 - 70 days
0.0,4,6.0,0 - 25 %,0 - 10 days
50.0,2,4.0,25 - 50 %,0 - 10 days
28.57142857142857,14,4.214285714285714,25 - 50 %,0 - 10 days
80.0,5,18.6,75 - 100 %,10 - 20 days
0.0,3,2.0,0 - 25 %,0 - 10 days
20.0,5,2.4,0 - 25 %,0 - 10 days
0.0,4,29.25,0 - 25 %,20 - 30 days
75.0,4,4.25,50 - 75 %,0 - 10 days
0.0,3,2.6666666666666665,0 - 25 %,0 - 10 days
0.0,3,56.666666666666664,0 - 25 %,50 - 60 days
50.0,2,5.0,25 - 50 %,0 - 10 days
0.0,3,6.0,0 - 25 %,0 - 10 days
16.666666666666664,6,5.666666666666667,0 - 25 %,0 - 10 days
22.22222222222222,9,89.22222222222223,0 - 25 %,80 - 90 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,1,415.0,0 - 25 %, 100 + days
80.0,5,3.8,75 - 100 %,0 - 10 days
20.0,5,3.2,0 - 25 %,0 - 10 days
80.0,5,4.0,75 - 100 %,0 - 10 days
75.0,4,2.75,50 - 75 %,0 - 10 days
33.33333333333333,3,4.666666666666667,25 - 50 %,0 - 10 days
87.5,8,7.75,75 - 100 %,0 - 10 days
50.0,2,163.0,25 - 50 %, 100 + days
0.0,5,4.0,0 - 25 %,0 - 10 days
0.0,6,46.333333333333336,0 - 25 %,40 - 50 days
0.0,2,4.0,0 - 25 %,0 - 10 days
0.0,1,4.0,0 - 25 %,0 - 10 days
25.0,4,67.5,0 - 25 %,60 - 70 days
50.0,2,209.5,25 - 50 %, 100 + days
33.33333333333333,3,3.3333333333333335,25 - 50 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
0.0,4,5.75,0 - 25 %,0 - 10 days
0.0,1,10.0,0 - 25 %,0 - 10 days
25.0,4,49.5,0 - 25 %,40 - 50 days
50.0,6,7.166666666666667,25 - 50 %,0 - 10 days
66.66666666666666,3,3.3333333333333335,50 - 75 %,0 - 10 days
37.5,8,4.75,25 - 50 %,0 - 10 days
0.0,9,56.77777777777778,0 - 25 %,50 - 60 days
80.0,5,4.2,75 - 100 %,0 - 10 days
20.0,10,5.4,0 - 25 %,0 - 10 days
0.0,5,89.4,0 - 25 %,80 - 90 days
33.33333333333333,3,76.66666666666667,25 - 50 %,70 - 80 days
0.0,1,4.0,0 - 25 %,0 - 10 days
50.0,2,71.0,25 - 50 %,70 - 80 days
57.14285714285714,7,2.7142857142857144,50 - 75 %,0 - 10 days
50.0,2,4.5,25 - 50 %,0 - 10 days
66.66666666666666,3,46.666666666666664,50 - 75 %,40 - 50 days
50.0,2,5.0,25 - 50 %,0 - 10 days
66.66666666666666,3,3.0,50 - 75 %,0 - 10 days
0.0,4,2.75,0 - 25 %,0 - 10 days
0.0,2,2.0,0 - 25 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
60.0,5,3.0,50 - 75 %,0 - 10 days
66.66666666666666,3,29.666666666666668,50 - 75 %,20 - 30 days
0.0,3,2.0,0 - 25 %,0 - 10 days
60.0,5,4.0,50 - 75 %,0 - 10 days
25.0,4,5.0,0 - 25 %,0 - 10 days
57.14285714285714,7,34.42857142857143,50 - 75 %,30 - 40 days
25.0,4,242.0,0 - 25 %, 100 + days
0.0,6,2.6666666666666665,0 - 25 %,0 - 10 days
0.0,5,2.6,0 - 25 %,0 - 10 days
9.090909090909092,11,4.636363636363637,0 - 25 %,0 - 10 days
71.42857142857143,7,153.71428571428572,50 - 75 %, 100 + days
50.0,2,228.0,25 - 50 %, 100 + days
60.0,5,56.6,50 - 75 %,50 - 60 days
75.0,4,2.0,50 - 75 %,0 - 10 days
33.33333333333333,3,14.666666666666666,25 - 50 %,10 - 20 days
75.0,4,3.0,50 - 75 %,0 - 10 days
60.0,5,87.2,50 - 75 %,80 - 90 days
80.0,5,187.8,75 - 100 %, 100 + days
25.0,4,84.75,0 - 25 %,80 - 90 days
0.0,2,4.0,0 - 25 %,0 - 10 days
50.0,10,4.0,25 - 50 %,0 - 10 days
0.0,3,115.0,0 - 25 %, 100 + days
0.0,7,53.285714285714285,0 - 25 %,50 - 60 days
0.0,4,3.0,0 - 25 %,0 - 10 days
50.0,4,4.5,25 - 50 %,0 - 10 days
25.0,4,18.25,0 - 25 %,10 - 20 days
0.0,1,6.0,0 - 25 %,0 - 10 days
75.0,4,3.0,50 - 75 %,0 - 10 days
33.33333333333333,3,4.333333333333333,25 - 50 %,0 - 10 days
25.0,4,120.75,0 - 25 %, 100 + days
75.0,4,6.75,50 - 75 %,0 - 10 days
0.0,1,5.0,0 - 25 %,0 - 10 days
80.0,5,2.4,75 - 100 %,0 - 10 days
20.0,10,35.8,0 - 25 %,30 - 40 days
50.0,2,2.5,25 - 50 %,0 - 10 days
66.66666666666666,3,3.0,50 - 75 %,0 - 10 days
33.33333333333333,3,5.333333333333333,25 - 50 %,0 - 10 days
75.0,8,32.25,50 - 75 %,30 - 40 days
0.0,1,23.0,0 - 25 %,20 - 30 days
25.0,4,4.5,0 - 25 %,0 - 10 days
88.88888888888889,9,5.222222222222222,75 - 100 %,0 - 10 days
60.0,5,2.6,50 - 75 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
25.0,4,4.0,0 - 25 %,0 - 10 days
0.0,1,2.0,0 - 25 %,0 - 10 days
0.0,1,6.0,0 - 25 %,0 - 10 days
50.0,6,57.166666666666664,25 - 50 %,50 - 60 days
28.57142857142857,7,12.428571428571429,25 - 50 %,10 - 20 days
0.0,1,2.0,0 - 25 %,0 - 10 days
50.0,2,4.5,25 - 50 %,0 - 10 days
80.0,5,1.8,75 - 100 %,0 - 10 days
