productname,yearmonth,warehouseinventory,inventorycostperunit,month,year,date,productdepartment,productcategory
Team Golf New England Patriots Putter Grip,201707,0,0.24606,07,2017,2017-07,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201707,0,1.24288,07,2017,2017-07,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201707,0,2.24631,07,2017,2017-07,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201707,0,0.10349,07,2017,2017-07,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201707,0,1.03752,07,2017,2017-07,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201707,0,0.71504,07,2017,2017-07,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201707,0,2.06473,07,2017,2017-07,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201707,0,0.68443,07,2017,2017-07,Fitness,Baseball & Softball
Children's heaters,201707,0,0.46565,07,2017,2017-07,Apparel,Children's Clothing
Web Camera,201707,7,1.21731,07,2017,2017-07,Technology,Cameras
Dell Laptop,201707,32,1.52892,07,2017,2017-07,,
Porcelain crafts,201707,0,1.12792,07,2017,2017-07,Apparel,Crafts
Sports Books,201707,0,0.77783,07,2017,2017-07,Book Shop,Books
DVDs,201707,0,0.11396,07,2017,2017-07,Discs Shop,DVDs
Industrial consumer electronics,201707,1,1.71336,07,2017,2017-07,Technology,Consumer Electronics
Fighting video games,201707,0,1.59213,07,2017,2017-07,Discs Shop,Video Games
Summer dresses,201707,0,0.88829,07,2017,2017-07,Apparel,Women's Clothing
Lawn mower,201707,0,2.04382,07,2017,2017-07,Outdoors,Garden
Adult dog supplies,201707,0,0.33628,07,2017,2017-07,Pet Shop,Pet Supplies
Rock music,201707,0,2.096,07,2017,2017-07,Discs Shop,Music
Elevation Training Mask 2.0,201707,0,1.94823,07,2017,2017-07,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201707,1,0.71398,07,2017,2017-07,Outdoors,Golf Shoes
Toys,201707,0,1.69229,07,2017,2017-07,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201707,3,2.26513,07,2017,2017-07,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201707,0,1.47983,07,2017,2017-07,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201707,15,0.7057,07,2017,2017-07,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201707,9,0.13025,07,2017,2017-07,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201707,7,1.46946,07,2017,2017-07,Footwear,Boxing & MMA
First aid kit,201707,0,0.48736,07,2017,2017-07,Health and Beauty,Health and Beauty
CDs of rock,201707,0,2.05705,07,2017,2017-07,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201707,4,0.39955,07,2017,2017-07,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201707,20,0.17208,07,2017,2017-07,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201707,2,1.78545,07,2017,2017-07,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201707,7,0.49182,07,2017,2017-07,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201707,0,1.78886,07,2017,2017-07,Fitness,Lacrosse
The North Face Women's Recon Backpack,201707,0,0.4666,07,2017,2017-07,Fan Shop,Hunting & Shooting
Smart watch,201707,0,0.63826,07,2017,2017-07,Fitness,Sporting Goods
Baby sweater,201707,0,0.61959,07,2017,2017-07,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201707,0,0.3938,07,2017,2017-07,Outdoors,Women's Golf Clubs
Men's gala suit,201707,0,0.14645,07,2017,2017-07,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201707,1,1.48159,07,2017,2017-07,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201707,1,2.32025,07,2017,2017-07,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201707,3,0.28096,07,2017,2017-07,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201707,0,1.55096,07,2017,2017-07,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201707,0,2.34048,07,2017,2017-07,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201707,0,1.84907,07,2017,2017-07,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201707,0,0.12367,07,2017,2017-07,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201707,1,2.14891,07,2017,2017-07,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201707,2,1.06494,07,2017,2017-07,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201707,2,0.92503,07,2017,2017-07,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201707,2,0.40868,07,2017,2017-07,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201707,3,1.53219,07,2017,2017-07,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201707,2,1.86232,07,2017,2017-07,Golf,Shop By Sport
Ogio Race Golf Shoes,201707,4,0.62541,07,2017,2017-07,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201707,0,1.1032,07,2017,2017-07,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201707,2,1.20501,07,2017,2017-07,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201707,3,0.4503,07,2017,2017-07,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201707,0,2.00221,07,2017,2017-07,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201707,2,2.33555,07,2017,2017-07,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201707,0,1.07198,07,2017,2017-07,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201707,0,1.06817,07,2017,2017-07,Outdoors,Kids' Golf Clubs
Total Gym 1400,201707,0,1.97172,07,2017,2017-07,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201707,0,1.0542,07,2017,2017-07,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201707,0,1.77712,07,2017,2017-07,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201707,0,0.6414,07,2017,2017-07,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201707,0,1.70369,07,2017,2017-07,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201707,0,0.36212,07,2017,2017-07,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201707,0,2.31733,07,2017,2017-07,Fitness,Hockey
SOLE E35 Elliptical,201707,34,1.63055,07,2017,2017-07,,
Bushnell Pro X7 Jolt Slope Rangefinder,201707,32,1.60283,07,2017,2017-07,,
SOLE E25 Elliptical,201707,9,0.9439,07,2017,2017-07,,
Bowflex SelectTech 1090 Dumbbells,201707,28,2.25081,07,2017,2017-07,,
Perfect Fitness Perfect Rip Deck,201706,288,0.50204,06,2017,2017-06,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201706,638,2.01241,06,2017,2017-06,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201706,477,1.34404,06,2017,2017-06,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201706,80,1.18471,06,2017,2017-06,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201706,187,1.79116,06,2017,2017-06,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201706,70,1.4243,06,2017,2017-06,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201706,14,0.32904,06,2017,2017-06,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201706,84,2.03095,06,2017,2017-06,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201706,113,0.46404,06,2017,2017-06,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201706,0,1.20475,06,2017,2017-06,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201706,0,2.28743,06,2017,2017-06,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201706,0,0.65486,06,2017,2017-06,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201706,0,0.91724,06,2017,2017-06,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201706,0,1.25589,06,2017,2017-06,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201706,0,1.15282,06,2017,2017-06,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201706,0,0.56024,06,2017,2017-06,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201706,0,1.47611,06,2017,2017-06,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201706,0,2.2028,06,2017,2017-06,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201706,1,0.19659,06,2017,2017-06,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201706,0,0.44089,06,2017,2017-06,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201706,1,2.03671,06,2017,2017-06,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201706,0,1.47851,06,2017,2017-06,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201706,0,1.32015,06,2017,2017-06,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201706,0,1.6235,06,2017,2017-06,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201706,0,1.8658,06,2017,2017-06,Outdoors,Electronics
Nike Women's Tempo Shorts,201706,0,2.15346,06,2017,2017-06,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201706,0,0.35761,06,2017,2017-06,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201706,0,1.50291,06,2017,2017-06,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201706,0,0.37121,06,2017,2017-06,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201706,0,0.72629,06,2017,2017-06,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201706,0,2.21671,06,2017,2017-06,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201706,2,0.51299,06,2017,2017-06,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201706,1,1.48383,06,2017,2017-06,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201706,0,0.20852,06,2017,2017-06,Fitness,Hockey
TYR Boys' Team Digi Jammer,201706,0,0.67805,06,2017,2017-06,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201706,0,0.19652,06,2017,2017-06,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201706,0,1.72732,06,2017,2017-06,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201706,0,0.32433,06,2017,2017-06,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201706,0,0.25167,06,2017,2017-06,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201706,2,0.43802,06,2017,2017-06,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201706,0,1.09782,06,2017,2017-06,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201706,0,0.47366,06,2017,2017-06,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201706,0,1.05029,06,2017,2017-06,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201706,1,0.68012,06,2017,2017-06,Footwear,Electronics
Bag Boy Beverage Holder,201706,0,1.76056,06,2017,2017-06,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201706,0,0.43732,06,2017,2017-06,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201706,0,1.90522,06,2017,2017-06,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201706,0,1.88212,06,2017,2017-06,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201706,0,0.76929,06,2017,2017-06,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201706,0,1.44229,06,2017,2017-06,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201706,2,1.34105,06,2017,2017-06,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201706,0,2.11371,06,2017,2017-06,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201706,0,0.73945,06,2017,2017-06,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201706,0,0.10476,06,2017,2017-06,Fitness,Baseball & Softball
Children's heaters,201706,0,0.22566,06,2017,2017-06,Apparel,Children's Clothing
Web Camera,201706,1,1.05223,06,2017,2017-06,Technology,Cameras
Dell Laptop,201706,21,2.28293,06,2017,2017-06,,
Porcelain crafts,201706,1,0.21563,06,2017,2017-06,Apparel,Crafts
Sports Books,201706,0,1.25495,06,2017,2017-06,Book Shop,Books
DVDs,201706,2,1.55092,06,2017,2017-06,Discs Shop,DVDs
Industrial consumer electronics,201706,2,1.4059,06,2017,2017-06,Technology,Consumer Electronics
Fighting video games,201706,0,1.94097,06,2017,2017-06,Discs Shop,Video Games
Summer dresses,201706,0,1.32017,06,2017,2017-06,Apparel,Women's Clothing
Lawn mower,201706,0,2.2348,06,2017,2017-06,Outdoors,Garden
Adult dog supplies,201706,0,0.11856,06,2017,2017-06,Pet Shop,Pet Supplies
Rock music,201706,0,0.45918,06,2017,2017-06,Discs Shop,Music
Elevation Training Mask 2.0,201706,9,1.28941,06,2017,2017-06,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201706,2,2.16204,06,2017,2017-06,Outdoors,Golf Shoes
Toys,201706,0,1.4404,06,2017,2017-06,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201706,2,1.64343,06,2017,2017-06,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201706,0,1.69131,06,2017,2017-06,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201706,18,1.84184,06,2017,2017-06,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201706,6,2.21631,06,2017,2017-06,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201706,12,0.19863,06,2017,2017-06,Footwear,Boxing & MMA
First aid kit,201706,0,0.92386,06,2017,2017-06,Health and Beauty,Health and Beauty
CDs of rock,201706,0,0.77223,06,2017,2017-06,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201706,4,1.32714,06,2017,2017-06,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201706,15,2.15513,06,2017,2017-06,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201706,16,1.69854,06,2017,2017-06,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201706,4,0.26756,06,2017,2017-06,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201706,0,1.30968,06,2017,2017-06,Fitness,Lacrosse
The North Face Women's Recon Backpack,201706,0,1.86256,06,2017,2017-06,Fan Shop,Hunting & Shooting
Smart watch,201706,0,0.5536,06,2017,2017-06,Fitness,Sporting Goods
Baby sweater,201706,0,2.13875,06,2017,2017-06,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201706,0,1.9097,06,2017,2017-06,Outdoors,Women's Golf Clubs
Men's gala suit,201706,0,0.3867,06,2017,2017-06,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201706,0,1.12224,06,2017,2017-06,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201706,0,1.026,06,2017,2017-06,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201706,6,2.20095,06,2017,2017-06,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201706,2,2.28998,06,2017,2017-06,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201706,0,0.88193,06,2017,2017-06,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201706,1,1.71796,06,2017,2017-06,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201706,0,1.0388,06,2017,2017-06,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201706,1,1.05739,06,2017,2017-06,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201706,0,2.07511,06,2017,2017-06,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201706,2,1.59544,06,2017,2017-06,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201706,4,0.43432,06,2017,2017-06,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201706,0,2.11353,06,2017,2017-06,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201706,2,2.00456,06,2017,2017-06,Golf,Shop By Sport
Ogio Race Golf Shoes,201706,2,0.56082,06,2017,2017-06,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201706,0,0.76251,06,2017,2017-06,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201706,1,1.07251,06,2017,2017-06,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201706,2,1.87121,06,2017,2017-06,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201706,0,1.15274,06,2017,2017-06,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201706,3,2.0014,06,2017,2017-06,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201706,0,0.12034,06,2017,2017-06,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201706,0,0.53669,06,2017,2017-06,Outdoors,Kids' Golf Clubs
Total Gym 1400,201706,0,1.11371,06,2017,2017-06,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201706,0,1.24044,06,2017,2017-06,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201706,3,0.58472,06,2017,2017-06,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201706,0,1.12957,06,2017,2017-06,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201706,0,0.25427,06,2017,2017-06,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201706,0,1.80071,06,2017,2017-06,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201706,0,1.19648,06,2017,2017-06,Fitness,Hockey
SOLE E35 Elliptical,201706,32,1.69033,06,2017,2017-06,,
Bushnell Pro X7 Jolt Slope Rangefinder,201706,28,0.37039,06,2017,2017-06,,
SOLE E25 Elliptical,201706,2,1.60383,06,2017,2017-06,,
Bowflex SelectTech 1090 Dumbbells,201706,12,2.22245,06,2017,2017-06,,
Perfect Fitness Perfect Rip Deck,201705,730,0.94306,05,2017,2017-05,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201705,618,1.72087,05,2017,2017-05,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201705,599,0.85134,05,2017,2017-05,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201705,253,1.62216,05,2017,2017-05,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201705,256,0.45577,05,2017,2017-05,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201705,4,1.00816,05,2017,2017-05,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201705,85,0.69943,05,2017,2017-05,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201705,4,1.05192,05,2017,2017-05,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201705,97,2.16128,05,2017,2017-05,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201705,0,1.29473,05,2017,2017-05,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201705,0,1.50214,05,2017,2017-05,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201705,0,0.99225,05,2017,2017-05,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201705,0,1.35959,05,2017,2017-05,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201705,0,0.50793,05,2017,2017-05,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201705,0,1.57182,05,2017,2017-05,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201705,0,2.13592,05,2017,2017-05,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201705,3,0.72331,05,2017,2017-05,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201705,0,0.74477,05,2017,2017-05,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201705,0,1.45881,05,2017,2017-05,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201705,2,0.49966,05,2017,2017-05,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201705,0,1.90555,05,2017,2017-05,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201705,0,0.35819,05,2017,2017-05,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201705,0,0.68835,05,2017,2017-05,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201705,4,1.04896,05,2017,2017-05,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201705,0,0.12892,05,2017,2017-05,Outdoors,Electronics
Nike Women's Tempo Shorts,201705,0,2.04683,05,2017,2017-05,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201705,0,1.09101,05,2017,2017-05,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201705,0,1.48278,05,2017,2017-05,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201705,0,2.18438,05,2017,2017-05,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201705,0,0.78146,05,2017,2017-05,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201705,0,0.96468,05,2017,2017-05,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201705,0,0.60821,05,2017,2017-05,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201705,0,1.94845,05,2017,2017-05,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201705,0,1.71921,05,2017,2017-05,Fitness,Hockey
TYR Boys' Team Digi Jammer,201705,0,1.15261,05,2017,2017-05,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201705,0,1.09547,05,2017,2017-05,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201705,0,1.24046,05,2017,2017-05,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201705,0,0.41625,05,2017,2017-05,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201705,2,2.32035,05,2017,2017-05,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201705,0,2.25532,05,2017,2017-05,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201705,0,1.80387,05,2017,2017-05,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201705,0,1.41444,05,2017,2017-05,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201705,0,1.81745,05,2017,2017-05,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201705,0,1.48813,05,2017,2017-05,Footwear,Electronics
Bag Boy Beverage Holder,201705,0,0.90656,05,2017,2017-05,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201705,0,2.08789,05,2017,2017-05,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201705,0,1.74026,05,2017,2017-05,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201705,0,1.64186,05,2017,2017-05,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201705,0,1.51269,05,2017,2017-05,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201705,0,0.99653,05,2017,2017-05,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201705,0,0.22784,05,2017,2017-05,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201705,0,1.94017,05,2017,2017-05,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201705,0,2.04145,05,2017,2017-05,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201705,0,2.25746,05,2017,2017-05,Fitness,Baseball & Softball
Children's heaters,201705,0,0.68155,05,2017,2017-05,Apparel,Children's Clothing
Web Camera,201705,0,1.35203,05,2017,2017-05,Technology,Cameras
Dell Laptop,201705,2,1.99901,05,2017,2017-05,,
Porcelain crafts,201705,0,1.72606,05,2017,2017-05,Apparel,Crafts
Sports Books,201705,0,0.14675,05,2017,2017-05,Book Shop,Books
DVDs,201705,0,0.23813,05,2017,2017-05,Discs Shop,DVDs
Industrial consumer electronics,201705,0,0.48791,05,2017,2017-05,Technology,Consumer Electronics
Fighting video games,201705,0,1.66,05,2017,2017-05,Discs Shop,Video Games
Summer dresses,201705,0,2.32042,05,2017,2017-05,Apparel,Women's Clothing
Lawn mower,201705,0,1.51528,05,2017,2017-05,Outdoors,Garden
Adult dog supplies,201705,0,0.55813,05,2017,2017-05,Pet Shop,Pet Supplies
Rock music,201705,0,0.98042,05,2017,2017-05,Discs Shop,Music
Elevation Training Mask 2.0,201705,21,0.12703,05,2017,2017-05,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201705,0,0.17963,05,2017,2017-05,Outdoors,Golf Shoes
Toys,201705,0,0.84005,05,2017,2017-05,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201705,1,1.10825,05,2017,2017-05,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201705,8,0.70674,05,2017,2017-05,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201705,0,0.94499,05,2017,2017-05,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201705,2,1.36982,05,2017,2017-05,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201705,5,2.28035,05,2017,2017-05,Footwear,Boxing & MMA
First aid kit,201705,0,0.2368,05,2017,2017-05,Health and Beauty,Health and Beauty
CDs of rock,201705,0,2.27018,05,2017,2017-05,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201705,3,1.39781,05,2017,2017-05,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201705,7,2.30154,05,2017,2017-05,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201705,1,2.12838,05,2017,2017-05,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201705,8,2.18901,05,2017,2017-05,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201705,4,1.44587,05,2017,2017-05,Fitness,Lacrosse
The North Face Women's Recon Backpack,201705,2,0.29337,05,2017,2017-05,Fan Shop,Hunting & Shooting
Smart watch,201705,0,0.54795,05,2017,2017-05,Fitness,Sporting Goods
Baby sweater,201705,0,0.72648,05,2017,2017-05,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201705,8,1.19685,05,2017,2017-05,Outdoors,Women's Golf Clubs
Men's gala suit,201705,0,1.96074,05,2017,2017-05,Apparel,Men's Clothing
